chekin_id,gym_id,user_id,timestamp,equipment,duration_min
C229,G5,U113,2025-10-08 16:36:00,Chest press,38
C230,G5,U428,2025-10-08 23:39:34,Ab Machine,108
C231,G7,U381,2025-10-18 20:52:18,Bench Press,61
C232,G1,U446,2025-10-06 21:33:14,Lat Pulldown,59
C233,G4,U473,2025-09-26 02:11:27,Lat Pulldown,120
C234,G3,U152,2025-09-26 01:57:51,Elliptical,115
C235,G4,U247,2025-09-22 15:46:32,Ab Machine,92
C236,G7,U440,2025-10-18 14:16:58,Rowing Machine,105
C237,G5,U423,2025-10-01 22:13:28,Bench Press,82
C238,G4,U419,2025-09-22 15:23:51,Chest press,110
C239,G6,U440,2025-10-15 10:56:24,Bench Press,25
C240,G9,U54,2025-10-15 21:51:58,Ab Machine,18
C241,G6,U43,2025-10-04 20:26:16,Lat Pulldown,70
C242,G7,U166,2025-10-10 15:54:28,Treadmill,61
C243,G6,U462,2025-10-16 16:34:36,Treadmill,71
C244,G2,U385,2025-10-13 22:06:35,Lat Pulldown,50
C245,G5,U79,2025-10-01 22:34:46,Ab Machine,21
C246,G2,U363,2025-10-12 18:30:10,Lat Pulldown,71
C247,G9,U82,2025-09-26 13:32:00,Treadmill,53
C248,G4,U213,2025-09-24 13:33:30,Lat Pulldown,64
C249,G3,U392,2025-10-14 19:17:38,Bench Press,20
C250,G5,U84,2025-10-16 16:54:18,Leg Press,32
C251,G4,U454,2025-10-10 07:46:30,Stationary Bike,45
C252,G4,U238,2025-09-27 18:10:14,Elliptical,57
C253,G8,U128,2025-10-08 10:47:21,Squat Rack,35
C254,G3,U321,2025-10-07 05:59:24,Leg Press,17
C255,G3,U244,2025-10-16 04:12:01,Elliptical,119
C256,G4,U358,2025-09-28 20:53:10,Shoulder press,103
C257,G4,U305,2025-10-06 20:19:38,Lat Pulldown,24
C258,G5,U211,2025-09-22 13:59:05,Weight bench,107
C259,G3,U172,2025-10-08 20:21:48,Leg Press,37
C260,G8,U458,2025-10-21 17:48:49,Stationary Bike,113
C261,G5,U149,2025-10-10 00:52:40,Bench Press,29
C262,G7,U438,2025-10-11 01:51:58,Weight bench,61
C263,G3,U180,2025-09-23 16:24:04,Lat Pulldown,76
C264,G6,U55,2025-10-10 16:04:33,Lat Pulldown,25
C265,G9,U380,2025-10-13 19:14:42,Rowing Machine,107
C266,G4,U66,2025-10-05 07:16:05,Weight bench,61
C267,G9,U133,2025-09-30 01:35:23,Squat Rack,108
C268,G2,U272,2025-10-15 08:57:57,Weight bench,79
C269,G4,U179,2025-09-25 10:40:37,Elliptical,34
C270,G5,U398,2025-10-04 05:31:48,Elliptical,66
C271,G4,U66,2025-09-24 15:51:05,Rowing Machine,22
C272,G8,U456,2025-10-05 19:12:51,Elliptical,40
C273,G9,U60,2025-10-08 05:54:17,Bench Press,91
C274,G9,U459,2025-10-15 03:54:49,Elliptical,86
C275,G4,U462,2025-09-27 22:33:43,Elliptical,84
C276,G9,U483,2025-09-27 00:25:38,Bench Press,57
C277,G8,U450,2025-10-11 21:09:24,Stationary Bike,47
C278,G2,U66,2025-10-07 21:06:28,Weight bench,49
C279,G8,U269,2025-10-22 05:35:46,Elliptical,71
C280,G7,U214,2025-09-30 03:14:30,Treadmill,36
C281,G3,U252,2025-10-14 07:29:33,Bench Press,29
C282,G4,U170,2025-10-11 09:59:18,Elliptical,22
C283,G2,U22,2025-10-13 03:44:29,Bench Press,91
C284,G8,U303,2025-10-08 01:54:23,Leg Press,117
C285,G2,U194,2025-09-23 19:32:00,Squat Rack,32
C286,G7,U369,2025-10-13 17:31:01,Leg Press,81
C287,G3,U63,2025-10-19 22:00:20,Elliptical,76
C288,G1,U98,2025-10-12 11:29:09,Chest press,101
C289,G9,U479,2025-09-25 18:21:06,Shoulder press,55
C290,G1,U371,2025-10-20 11:42:12,Lat Pulldown,49
C291,G7,U334,2025-10-18 04:28:46,Bench Press,88
C292,G2,U263,2025-10-19 09:34:37,Weight bench,51
C293,G3,U334,2025-09-28 04:02:49,Weight bench,94
C294,G9,U475,2025-10-17 12:57:36,Bench Press,16
C295,G2,U63,2025-10-11 03:39:29,Bench Press,33
C296,G2,U308,2025-10-06 21:26:27,Elliptical,16
C297,G7,U251,2025-10-16 05:43:10,Leg Press,26
C298,G1,U220,2025-10-21 09:36:07,Treadmill,43
C299,G3,U459,2025-10-06 02:20:52,Elliptical,32
C300,G5,U49,2025-10-13 06:30:33,Squat Rack,57
C301,G5,U123,2025-09-24 02:38:35,Stationary Bike,33
C302,G6,U327,2025-09-22 23:25:09,Stationary Bike,103
C303,G3,U331,2025-09-30 23:05:09,Elliptical,89
C304,G5,U302,2025-10-19 16:03:27,Lat Pulldown,114
C305,G9,U226,2025-10-20 11:00:54,Shoulder press,90
C306,G5,U188,2025-10-21 13:12:30,Weight bench,26
C307,G7,U236,2025-10-03 19:27:45,Leg Press,78
C308,G1,U392,2025-09-26 18:14:03,Ab Machine,37
C309,G4,U160,2025-09-23 23:03:37,Shoulder press,101
C310,G3,U58,2025-09-26 19:43:50,Leg Press,39
C311,G5,U61,2025-10-11 06:32:57,Stationary Bike,66
C312,G7,U403,2025-10-06 17:12:00,Squat Rack,96
C313,G6,U180,2025-10-19 12:59:38,Stationary Bike,49
C314,G3,U23,2025-10-18 10:23:54,Shoulder press,68
C315,G4,U60,2025-10-05 17:10:11,Ab Machine,70
C316,G7,U223,2025-10-13 07:35:57,Leg Press,115
C317,G5,U130,2025-10-08 19:34:56,Weight bench,114
C318,G2,U139,2025-09-24 09:41:12,Shoulder press,94
C319,G3,U460,2025-10-04 18:52:04,Treadmill,73
C320,G2,U441,2025-10-13 21:30:44,Stationary Bike,119
C321,G7,U132,2025-09-28 20:34:26,Chest press,73
C322,G2,U109,2025-10-04 00:53:50,Weight bench,83
C323,G1,U207,2025-09-28 08:45:53,Squat Rack,20
C324,G8,U476,2025-10-03 20:59:33,Ab Machine,52
C325,G7,U232,2025-10-21 10:37:34,Lat Pulldown,22
C326,G4,U186,2025-10-02 05:23:57,Stationary Bike,102
C327,G7,U38,2025-10-09 12:37:18,Lat Pulldown,64
C328,G9,U63,2025-10-13 22:52:36,Elliptical,72
C329,G5,U403,2025-10-02 19:42:24,Leg Press,89
C330,G7,U254,2025-10-20 09:35:26,Stationary Bike,33
C331,G2,U228,2025-09-25 10:48:52,Lat Pulldown,77
C332,G1,U435,2025-10-11 17:41:11,Weight bench,19
C333,G8,U228,2025-10-15 04:34:27,Ab Machine,90
C334,G9,U379,2025-10-21 12:36:14,Treadmill,100
C335,G8,U94,2025-10-18 05:54:17,Elliptical,48
C336,G5,U68,2025-09-28 08:48:41,Squat Rack,99
C337,G9,U294,2025-10-09 17:34:05,Ab Machine,92
C338,G9,U56,2025-10-21 23:54:39,Shoulder press,111
C339,G5,U13,2025-09-29 21:34:00,Shoulder press,56
C340,G9,U452,2025-10-21 22:04:47,Weight bench,77
C341,G9,U355,2025-10-08 16:58:21,Lat Pulldown,28
C342,G9,U183,2025-10-21 23:09:46,Leg Press,47
C343,G8,U201,2025-10-05 14:01:00,Rowing Machine,63
C344,G2,U43,2025-10-16 05:48:06,Treadmill,104
C345,G7,U35,2025-10-20 23:51:08,Lat Pulldown,64
C346,G5,U387,2025-09-24 22:41:14,Lat Pulldown,96
C347,G4,U354,2025-10-06 13:25:06,Elliptical,59
C348,G5,U283,2025-10-12 15:33:38,Chest press,100
C349,G6,U83,2025-10-11 09:35:44,Stationary Bike,34
C350,G5,U213,2025-09-25 21:41:55,Stationary Bike,16
C351,G6,U198,2025-09-28 15:10:36,Chest press,97
C352,G2,U269,2025-10-11 08:17:33,Squat Rack,113
C353,G2,U201,2025-10-02 06:13:41,Stationary Bike,76
C354,G7,U5,2025-10-12 14:08:54,Squat Rack,55
C355,G9,U173,2025-09-28 00:43:02,Stationary Bike,43
C356,G4,U222,2025-09-28 20:13:43,Squat Rack,109
C357,G6,U276,2025-10-16 08:21:36,Elliptical,56
C358,G7,U6,2025-10-21 23:10:02,Weight bench,46
C359,G2,U338,2025-10-03 13:26:13,Ab Machine,17
C360,G6,U480,2025-09-26 15:48:55,Elliptical,23
C361,G6,U437,2025-10-05 17:18:50,Treadmill,95
C362,G4,U142,2025-09-26 16:39:02,Rowing Machine,65
C363,G3,U67,2025-10-13 06:20:53,Bench Press,30
C364,G3,U146,2025-09-22 20:52:50,Ab Machine,86
C365,G8,U249,2025-10-22 04:12:53,Leg Press,120
C366,G4,U341,2025-10-18 22:49:54,Bench Press,22
C367,G9,U391,2025-10-05 04:38:16,Stationary Bike,58
C368,G4,U15,2025-10-21 15:49:42,Shoulder press,112
C369,G2,U365,2025-09-29 21:25:13,Squat Rack,93
C370,G4,U189,2025-10-06 13:33:41,Elliptical,92
C371,G7,U279,2025-10-09 12:22:59,Shoulder press,84
C372,G9,U20,2025-10-19 02:00:50,Stationary Bike,116
C373,G5,U367,2025-10-18 09:05:59,Weight bench,28
C374,G1,U123,2025-10-06 17:16:32,Shoulder press,89
C375,G2,U13,2025-09-23 06:18:13,Bench Press,111
C376,G5,U359,2025-10-01 11:39:50,Rowing Machine,48
C377,G6,U441,2025-10-21 16:56:33,Rowing Machine,83
C378,G8,U276,2025-10-21 09:56:29,Leg Press,50
C379,G8,U32,2025-10-08 14:06:17,Treadmill,43
C380,G3,U217,2025-10-12 02:49:37,Stationary Bike,36
C381,G8,U172,2025-10-13 23:35:46,Rowing Machine,49
C382,G7,U257,2025-10-02 11:56:49,Leg Press,100
C383,G1,U370,2025-09-25 19:19:34,Treadmill,90
C384,G2,U247,2025-10-12 03:04:51,Weight bench,91
C385,G4,U174,2025-10-16 15:54:51,Weight bench,84
C386,G3,U15,2025-09-23 15:18:11,Weight bench,104
C387,G8,U285,2025-10-12 15:54:58,Leg Press,41
C388,G6,U195,2025-10-22 07:14:24,Lat Pulldown,24
C389,G7,U132,2025-10-04 20:50:01,Chest press,43
C390,G1,U57,2025-10-06 02:00:38,Elliptical,33
C391,G1,U97,2025-09-24 21:22:25,Rowing Machine,39
C392,G2,U34,2025-10-19 03:49:34,Treadmill,71
C393,G9,U475,2025-09-23 17:52:41,Treadmill,32
C394,G6,U129,2025-10-02 20:56:23,Squat Rack,49
C395,G4,U333,2025-09-29 23:55:21,Stationary Bike,48
C396,G1,U350,2025-09-24 14:59:32,Lat Pulldown,68
C397,G1,U253,2025-10-15 10:00:38,Squat Rack,55
C398,G3,U326,2025-10-20 09:01:26,Treadmill,118
C399,G6,U52,2025-10-21 04:12:59,Chest press,40
C400,G4,U450,2025-10-19 23:13:42,Weight bench,63
C401,G3,U335,2025-10-05 16:34:01,Lat Pulldown,15
C402,G7,U65,2025-10-19 16:26:41,Stationary Bike,45
C403,G4,U302,2025-10-20 21:06:59,Stationary Bike,64
C404,G9,U479,2025-10-02 15:44:35,Shoulder press,84
C405,G5,U120,2025-10-09 07:51:07,Leg Press,43
C406,G7,U137,2025-10-02 14:58:50,Chest press,26
C407,G4,U353,2025-09-25 03:22:36,Weight bench,96
C408,G3,U375,2025-09-25 05:00:02,Leg Press,102
C409,G4,U379,2025-10-17 05:56:25,Rowing Machine,74
C410,G2,U91,2025-10-10 05:56:59,Bench Press,105
C411,G9,U83,2025-09-27 19:02:16,Shoulder press,57
C412,G8,U107,2025-10-02 09:09:58,Rowing Machine,43
C413,G8,U393,2025-09-27 05:46:53,Leg Press,118
C414,G8,U380,2025-10-17 14:29:04,Leg Press,61
C415,G8,U470,2025-10-19 07:44:21,Rowing Machine,61
C416,G6,U289,2025-10-03 00:04:14,Leg Press,63
C417,G2,U482,2025-09-28 20:44:36,Treadmill,120
C418,G2,U430,2025-09-29 17:08:20,Rowing Machine,64
C419,G6,U331,2025-10-05 06:47:21,Rowing Machine,70
C420,G4,U449,2025-10-11 12:10:08,Weight bench,109
C421,G7,U477,2025-10-19 17:13:55,Elliptical,64
C422,G2,U221,2025-09-30 01:13:19,Elliptical,73
C423,G1,U53,2025-09-22 15:29:36,Bench Press,52
C424,G4,U88,2025-10-15 23:32:43,Lat Pulldown,90
C425,G5,U6,2025-09-23 04:28:18,Treadmill,71
C426,G9,U484,2025-10-15 15:56:59,Shoulder press,117
C427,G2,U443,2025-10-05 01:20:06,Shoulder press,70
C428,G6,U398,2025-09-27 00:18:26,Squat Rack,119
C429,G9,U431,2025-10-04 13:24:29,Bench Press,93
C430,G7,U445,2025-10-03 22:12:15,Shoulder press,72
C431,G9,U304,2025-09-30 18:58:08,Ab Machine,82
C432,G6,U329,2025-09-30 05:20:14,Leg Press,118
C433,G6,U115,2025-09-23 00:28:30,Squat Rack,106
C434,G1,U483,2025-09-24 16:46:47,Lat Pulldown,76
C435,G5,U184,2025-10-11 18:10:05,Leg Press,17
C436,G8,U250,2025-09-28 10:49:09,Chest press,40
C437,G7,U406,2025-10-07 16:39:48,Shoulder press,65
C438,G8,U238,2025-10-22 04:34:23,Lat Pulldown,73
C439,G2,U361,2025-10-12 21:18:47,Elliptical,26
C440,G5,U245,2025-10-19 14:34:44,Elliptical,55
C441,G3,U96,2025-10-01 08:50:10,Chest press,65
C442,G2,U183,2025-10-09 05:44:09,Elliptical,20
C443,G4,U275,2025-10-08 05:03:37,Rowing Machine,103
C444,G1,U68,2025-09-23 13:41:05,Leg Press,111
C445,G2,U468,2025-09-25 05:29:27,Shoulder press,116
C446,G7,U21,2025-10-02 12:32:43,Elliptical,101
C447,G5,U244,2025-10-01 05:12:05,Ab Machine,54
C448,G2,U288,2025-10-18 06:27:10,Elliptical,20
C449,G2,U403,2025-09-27 17:37:16,Shoulder press,105
C450,G1,U206,2025-09-28 04:18:28,Ab Machine,46
C451,G7,U171,2025-10-15 06:27:20,Rowing Machine,120
C452,G8,U56,2025-10-11 05:53:18,Treadmill,81
C453,G3,U295,2025-10-06 12:28:57,Squat Rack,107
C454,G5,U62,2025-09-29 02:16:57,Weight bench,56
